"","stratumid","clusterid","urban_cluster","psweight_1year","level1id","level2id","level3id","protected_at_birth_to_analyze","level3name","level2name","level1name"
"580",5,138,0,1919.75228559488,1,1,5,1,"District 05","Lower Province","Harmonia"
"581",5,142,0,1919.75228559488,1,1,5,1,"District 05","Lower Province","Harmonia"
"582",6,173,0,1930.0035525975,1,1,6,1,"District 06","Lower Province","Harmonia"
"583",4,100,1,3133.74074673023,1,1,4,1,"District 04","Lower Province","Harmonia"
"584",4,116,1,3552.53559306745,1,1,4,1,"District 04","Lower Province","Harmonia"
"585",6,155,1,2177.89391715131,1,1,6,1,"District 06","Lower Province","Harmonia"
"586",4,117,1,3835.32449599819,1,1,4,0,"District 04","Lower Province","Harmonia"
"587",4,99,0,3760.48889607627,1,1,4,1,"District 04","Lower Province","Harmonia"
"588",4,101,1,3552.53559306745,1,1,4,1,"District 04","Lower Province","Harmonia"
"589",3,72,1,1947.91454861403,1,1,3,1,"District 03","Lower Province","Harmonia"
"590",6,165,0,2177.89391715131,1,1,6,1,"District 06","Lower Province","Harmonia"
"591",6,176,0,2293.62741033326,1,1,6,1,"District 06","Lower Province","Harmonia"
"592",6,155,1,2177.89391715131,1,1,6,1,"District 06","Lower Province","Harmonia"
"593",5,140,1,1953.43215025444,1,1,5,0,"District 05","Lower Province","Harmonia"
"594",3,70,0,1885.65243975422,1,1,3,0,"District 03","Lower Province","Harmonia"
"595",6,152,1,2373.90436969493,1,1,6,1,"District 06","Lower Province","Harmonia"
"596",4,93,1,3212.08426539848,1,1,4,1,"District 04","Lower Province","Harmonia"
"597",6,153,0,2282.60035547589,1,1,6,0,"District 06","Lower Province","Harmonia"
"598",6,168,0,2198.05960156938,1,1,6,1,"District 06","Lower Province","Harmonia"
"599",4,97,1,3797.53804776175,1,1,4,1,"District 04","Lower Province","Harmonia"
"600",9,262,1,828.443824116192,1,1,9,1,"District 09","Lower Province","Harmonia"
"601",4,94,0,3146.53152528831,1,1,4,1,"District 04","Lower Province","Harmonia"
"602",9,246,1,852.809818943139,1,1,9,1,"District 09","Lower Province","Harmonia"
"603",4,96,1,3239.07657014973,1,1,4,1,"District 04","Lower Province","Harmonia"
"604",4,120,0,3185.53811444478,1,1,4,1,"District 04","Lower Province","Harmonia"
"605",4,96,1,3239.07657014973,1,1,4,1,"District 04","Lower Province","Harmonia"
"606",5,146,1,2061.95615860191,1,1,5,1,"District 05","Lower Province","Harmonia"
"607",9,254,1,948.45204162835,1,1,9,1,"District 09","Lower Province","Harmonia"
"608",4,92,1,3095.98483411902,1,1,4,1,"District 04","Lower Province","Harmonia"
"609",9,262,1,828.443824116192,1,1,9,1,"District 09","Lower Province","Harmonia"
"610",3,80,1,2044.34596191175,1,1,3,1,"District 03","Lower Province","Harmonia"
"611",4,95,1,3239.07657014973,1,1,4,1,"District 04","Lower Province","Harmonia"
"612",6,178,1,2373.90436969493,1,1,6,1,"District 06","Lower Province","Harmonia"
"613",6,152,1,2373.90436969493,1,1,6,1,"District 06","Lower Province","Harmonia"
"614",4,94,0,3146.53152528831,1,1,4,1,"District 04","Lower Province","Harmonia"
"615",4,94,0,3146.53152528831,1,1,4,1,"District 04","Lower Province","Harmonia"
"616",6,162,1,1986.5308533012,1,1,6,1,"District 06","Lower Province","Harmonia"
"617",4,94,0,3146.53152528831,1,1,4,0,"District 04","Lower Province","Harmonia"
"618",9,258,0,966.517794802224,1,1,9,1,"District 09","Lower Province","Harmonia"
"619",3,63,0,1929.70973974847,1,1,3,1,"District 03","Lower Province","Harmonia"
"620",4,116,1,3552.53559306745,1,1,4,0,"District 04","Lower Province","Harmonia"
"621",3,78,0,1920.73434561011,1,1,3,1,"District 03","Lower Province","Harmonia"
"622",4,119,0,3083.60089478254,1,1,4,1,"District 04","Lower Province","Harmonia"
"623",9,248,0,922.585167765759,1,1,9,1,"District 09","Lower Province","Harmonia"
"624",3,89,1,1749.82154367023,1,1,3,1,"District 03","Lower Province","Harmonia"
"625",9,241,0,835.262291804391,1,1,9,1,"District 09","Lower Province","Harmonia"
"626",3,86,0,1843.5619835097,1,1,3,1,"District 03","Lower Province","Harmonia"
"627",5,149,0,2071.54665236285,1,1,5,1,"District 05","Lower Province","Harmonia"
"628",5,125,1,1988.31486722327,1,1,5,1,"District 05","Lower Province","Harmonia"
"629",6,158,0,2187.9302946497,1,1,6,0,"District 06","Lower Province","Harmonia"
"630",3,88,0,1843.5619835097,1,1,3,1,"District 03","Lower Province","Harmonia"
"631",3,88,0,1843.5619835097,1,1,3,1,"District 03","Lower Province","Harmonia"
"632",6,172,0,2338.8220391083,1,1,6,1,"District 06","Lower Province","Harmonia"
"633",3,75,1,1706.43753845526,1,1,3,1,"District 03","Lower Province","Harmonia"
"634",5,144,0,1863.52523120507,1,1,5,1,"District 05","Lower Province","Harmonia"
"635",3,74,1,1851.82907760616,1,1,3,1,"District 03","Lower Province","Harmonia"
"636",3,74,1,1851.82907760616,1,1,3,0,"District 03","Lower Province","Harmonia"
"637",5,142,0,1919.75228559488,1,1,5,1,"District 05","Lower Province","Harmonia"
"638",4,105,1,3172.42890409727,1,1,4,1,"District 04","Lower Province","Harmonia"
"639",3,88,0,1843.5619835097,1,1,3,1,"District 03","Lower Province","Harmonia"
"640",5,139,1,1944.90187885595,1,1,5,0,"District 05","Lower Province","Harmonia"
"641",4,114,1,3688.51781672553,1,1,4,0,"District 04","Lower Province","Harmonia"
"642",9,254,1,948.45204162835,1,1,9,1,"District 09","Lower Province","Harmonia"
"643",3,88,0,1843.5619835097,1,1,3,1,"District 03","Lower Province","Harmonia"
"644",3,74,1,1851.82907760616,1,1,3,1,"District 03","Lower Province","Harmonia"
"645",3,88,0,1843.5619835097,1,1,3,1,"District 03","Lower Province","Harmonia"
"646",3,87,0,1651.83153722469,1,1,3,0,"District 03","Lower Province","Harmonia"
"647",3,65,1,1903.03172491324,1,1,3,1,"District 03","Lower Province","Harmonia"
"648",5,137,0,1997.23107739019,1,1,5,1,"District 05","Lower Province","Harmonia"
"649",4,101,1,3552.53559306745,1,1,4,1,"District 04","Lower Province","Harmonia"
"650",4,93,1,3212.08426539848,1,1,4,1,"District 04","Lower Province","Harmonia"
"651",9,265,1,957.399702398429,1,1,9,1,"District 09","Lower Province","Harmonia"
"652",4,117,1,3835.32449599819,1,1,4,0,"District 04","Lower Province","Harmonia"
"653",5,127,0,1895.24480960856,1,1,5,0,"District 05","Lower Province","Harmonia"
"654",4,96,1,3239.07657014973,1,1,4,1,"District 04","Lower Province","Harmonia"
"655",9,248,0,922.585167765759,1,1,9,1,"District 09","Lower Province","Harmonia"
"656",6,156,0,2129.06221497303,1,1,6,1,"District 06","Lower Province","Harmonia"
"657",6,157,0,2020.34414442122,1,1,6,1,"District 06","Lower Province","Harmonia"
"658",5,146,1,2061.95615860191,1,1,5,1,"District 05","Lower Province","Harmonia"
"659",5,130,1,2006.22761377483,1,1,5,1,"District 05","Lower Province","Harmonia"
"660",5,136,1,2006.22761377483,1,1,5,1,"District 05","Lower Province","Harmonia"
"661",3,62,1,2024.30335444203,1,1,3,1,"District 03","Lower Province","Harmonia"
"662",3,85,1,1658.46539881997,1,1,3,1,"District 03","Lower Province","Harmonia"
"663",3,84,1,1811.21879081655,1,1,3,1,"District 03","Lower Province","Harmonia"
"664",3,87,0,1651.83153722469,1,1,3,1,"District 03","Lower Province","Harmonia"
"665",3,85,1,1658.46539881997,1,1,3,1,"District 03","Lower Province","Harmonia"
"666",3,73,1,1835.3683746941,1,1,3,1,"District 03","Lower Province","Harmonia"
"667",3,84,1,1811.21879081655,1,1,3,1,"District 03","Lower Province","Harmonia"
"668",3,76,1,1903.03172491324,1,1,3,1,"District 03","Lower Province","Harmonia"
"669",9,256,1,898.091756232155,1,1,9,1,"District 09","Lower Province","Harmonia"
"670",9,261,1,815.135489592237,1,1,9,1,"District 09","Lower Province","Harmonia"
"671",6,153,0,2282.60035547589,1,1,6,1,"District 06","Lower Province","Harmonia"
"672",4,97,1,3797.53804776175,1,1,4,1,"District 04","Lower Province","Harmonia"
"673",4,100,1,3133.74074673023,1,1,4,1,"District 04","Lower Province","Harmonia"
"674",6,171,0,2064.26466929994,1,1,6,1,"District 06","Lower Province","Harmonia"
"675",9,260,1,894.135404883114,1,1,9,1,"District 09","Lower Province","Harmonia"
"676",9,248,0,922.585167765759,1,1,9,1,"District 09","Lower Province","Harmonia"
"677",6,171,0,2064.26466929994,1,1,6,0,"District 06","Lower Province","Harmonia"
"678",6,172,0,2338.8220391083,1,1,6,1,"District 06","Lower Province","Harmonia"
"679",4,96,1,3239.07657014973,1,1,4,1,"District 04","Lower Province","Harmonia"
"680",3,88,0,1843.5619835097,1,1,3,1,"District 03","Lower Province","Harmonia"
"681",3,69,1,1735.11716095031,1,1,3,0,"District 03","Lower Province","Harmonia"
"682",5,140,1,1953.43215025444,1,1,5,1,"District 05","Lower Province","Harmonia"
"683",3,88,0,1843.5619835097,1,1,3,1,"District 03","Lower Province","Harmonia"
"684",6,168,0,2198.05960156938,1,1,6,1,"District 06","Lower Province","Harmonia"
"685",3,76,1,1903.03172491324,1,1,3,0,"District 03","Lower Province","Harmonia"
"686",4,103,1,3266.52637159168,1,1,4,0,"District 04","Lower Province","Harmonia"
"687",5,125,1,1988.31486722327,1,1,5,1,"District 05","Lower Province","Harmonia"
"688",6,166,0,2316.004263117,1,1,6,0,"District 06","Lower Province","Harmonia"
"689",3,83,1,1994.9656246675,1,1,3,1,"District 03","Lower Province","Harmonia"
"690",3,77,1,2034.27529214864,1,1,3,0,"District 03","Lower Province","Harmonia"
"691",6,168,0,2198.05960156938,1,1,6,1,"District 06","Lower Province","Harmonia"
"692",4,115,0,3172.42890409727,1,1,4,1,"District 04","Lower Province","Harmonia"
"693",6,176,0,2293.62741033326,1,1,6,0,"District 06","Lower Province","Harmonia"
"694",6,160,1,2198.05960156938,1,1,6,1,"District 06","Lower Province","Harmonia"
"695",3,81,0,1678.69058661046,1,1,3,1,"District 03","Lower Province","Harmonia"
"696",6,176,0,2293.62741033326,1,1,6,1,"District 06","Lower Province","Harmonia"
"697",3,77,1,2034.27529214864,1,1,3,1,"District 03","Lower Province","Harmonia"
"698",5,127,0,1895.24480960856,1,1,5,1,"District 05","Lower Province","Harmonia"
"699",3,81,0,1678.69058661046,1,1,3,1,"District 03","Lower Province","Harmonia"
"700",3,78,0,1920.73434561011,1,1,3,1,"District 03","Lower Province","Harmonia"
"701",9,257,0,842.193929080776,1,1,9,1,"District 09","Lower Province","Harmonia"
"702",3,81,0,1678.69058661046,1,1,3,0,"District 03","Lower Province","Harmonia"
"703",3,81,0,1678.69058661046,1,1,3,1,"District 03","Lower Province","Harmonia"
"704",4,104,0,3095.98483411902,1,1,4,1,"District 04","Lower Province","Harmonia"
"705",4,115,0,3172.42890409727,1,1,4,1,"District 04","Lower Province","Harmonia"
"706",6,173,0,1930.0035525975,1,1,6,1,"District 06","Lower Province","Harmonia"
"707",9,259,1,957.399702398429,1,1,9,0,"District 09","Lower Province","Harmonia"
"708",4,114,1,3688.51781672553,1,1,4,1,"District 04","Lower Province","Harmonia"
"709",9,246,1,852.809818943139,1,1,9,1,"District 09","Lower Province","Harmonia"
"710",9,265,1,957.399702398429,1,1,9,1,"District 09","Lower Province","Harmonia"
"711",9,247,1,898.091756232155,1,1,9,1,"District 09","Lower Province","Harmonia"
"712",3,81,0,1678.69058661046,1,1,3,1,"District 03","Lower Province","Harmonia"
"713",9,250,0,957.399702398429,1,1,9,1,"District 09","Lower Province","Harmonia"
"714",9,247,1,898.091756232155,1,1,9,1,"District 09","Lower Province","Harmonia"
"715",5,146,1,2061.95615860191,1,1,5,1,"District 05","Lower Province","Harmonia"
"716",9,268,1,894.135404883114,1,1,9,0,"District 09","Lower Province","Harmonia"
"717",6,177,1,2129.06221497303,1,1,6,1,"District 06","Lower Province","Harmonia"
"718",4,109,1,3212.08426539848,1,1,4,0,"District 04","Lower Province","Harmonia"
"719",9,247,1,898.091756232155,1,1,9,1,"District 09","Lower Province","Harmonia"
"720",4,99,0,3760.48889607627,1,1,4,1,"District 04","Lower Province","Harmonia"
"721",5,129,1,2081.2267769066,1,1,5,1,"District 05","Lower Province","Harmonia"
"722",6,176,0,2293.62741033326,1,1,6,0,"District 06","Lower Province","Harmonia"
"723",4,115,0,3172.42890409727,1,1,4,0,"District 04","Lower Province","Harmonia"
"724",4,108,1,3706.25107545979,1,1,4,0,"District 04","Lower Province","Harmonia"
"725",4,95,1,3239.07657014973,1,1,4,1,"District 04","Lower Province","Harmonia"
"726",3,73,1,1835.3683746941,1,1,3,1,"District 03","Lower Province","Harmonia"
"727",9,251,0,935.339801421507,1,1,9,1,"District 09","Lower Province","Harmonia"
"728",4,115,0,3172.42890409727,1,1,4,1,"District 04","Lower Province","Harmonia"
"729",3,71,1,1713.5181921418,1,1,3,1,"District 03","Lower Province","Harmonia"
"730",9,270,1,999.84599462299,1,1,9,1,"District 09","Lower Province","Harmonia"
"731",3,72,1,1947.91454861403,1,1,3,1,"District 03","Lower Province","Harmonia"
"732",6,180,1,1945.8232538483,1,1,6,1,"District 06","Lower Province","Harmonia"
"733",5,134,1,1863.52523120507,1,1,5,1,"District 05","Lower Province","Harmonia"
"734",5,122,1,1871.35516915131,1,1,5,1,"District 05","Lower Province","Harmonia"
"735",6,171,0,2064.26466929994,1,1,6,0,"District 06","Lower Province","Harmonia"
"736",5,129,1,2081.2267769066,1,1,5,1,"District 05","Lower Province","Harmonia"
"737",5,136,1,2006.22761377483,1,1,5,1,"District 05","Lower Province","Harmonia"
"738",9,244,1,849.241577022874,1,1,9,1,"District 09","Lower Province","Harmonia"
"739",6,153,0,2282.60035547589,1,1,6,1,"District 06","Lower Province","Harmonia"
"740",4,103,1,3266.52637159168,1,1,4,1,"District 04","Lower Province","Harmonia"
"741",3,89,1,1749.82154367023,1,1,3,1,"District 03","Lower Province","Harmonia"
"742",9,245,1,957.399702398429,1,1,9,1,"District 09","Lower Province","Harmonia"
"743",9,255,1,966.517794802224,1,1,9,1,"District 09","Lower Province","Harmonia"
"744",4,109,1,3212.08426539848,1,1,4,1,"District 04","Lower Province","Harmonia"
"745",9,244,1,849.241577022874,1,1,9,1,"District 09","Lower Province","Harmonia"
"746",9,250,0,957.399702398429,1,1,9,1,"District 09","Lower Province","Harmonia"
"747",9,257,0,842.193929080776,1,1,9,1,"District 09","Lower Province","Harmonia"
"748",4,102,1,3396.03622773408,1,1,4,1,"District 04","Lower Province","Harmonia"
"749",6,164,1,2373.90436969493,1,1,6,1,"District 06","Lower Province","Harmonia"
"750",3,80,1,2044.34596191175,1,1,3,0,"District 03","Lower Province","Harmonia"
"751",9,259,1,957.399702398429,1,1,9,1,"District 09","Lower Province","Harmonia"
"752",5,143,1,2033.71018382654,1,1,5,1,"District 05","Lower Province","Harmonia"
"753",4,95,1,3239.07657014973,1,1,4,1,"District 04","Lower Province","Harmonia"
"754",4,93,1,3212.08426539848,1,1,4,1,"District 04","Lower Province","Harmonia"
"755",3,68,1,1713.5181921418,1,1,3,1,"District 03","Lower Province","Harmonia"
"756",3,70,0,1885.65243975422,1,1,3,1,"District 03","Lower Province","Harmonia"
"757",5,133,1,2081.2267769066,1,1,5,1,"District 05","Lower Province","Harmonia"
"758",3,70,0,1885.65243975422,1,1,3,1,"District 03","Lower Province","Harmonia"
"759",4,112,0,3396.03622773408,1,1,4,1,"District 04","Lower Province","Harmonia"
"760",3,73,1,1835.3683746941,1,1,3,1,"District 03","Lower Province","Harmonia"
"761",5,121,1,1879.25118252326,1,1,5,1,"District 05","Lower Province","Harmonia"
"762",3,75,1,1706.43753845526,1,1,3,1,"District 03","Lower Province","Harmonia"
"763",4,92,1,3095.98483411902,1,1,4,1,"District 04","Lower Province","Harmonia"
"764",4,105,1,3172.42890409727,1,1,4,1,"District 04","Lower Province","Harmonia"
"765",4,91,0,3411.06293670635,1,1,4,1,"District 04","Lower Province","Harmonia"
"766",6,170,1,2046.46928421977,1,1,6,1,"District 06","Lower Province","Harmonia"
"767",3,81,0,1678.69058661046,1,1,3,1,"District 03","Lower Province","Harmonia"
"768",4,116,1,3552.53559306745,1,1,4,1,"District 04","Lower Province","Harmonia"
"769",6,159,0,1953.83075695056,1,1,6,1,"District 06","Lower Province","Harmonia"
"770",5,133,1,2081.2267769066,1,1,5,1,"District 05","Lower Province","Harmonia"
"771",5,136,1,2006.22761377483,1,1,5,0,"District 05","Lower Province","Harmonia"
"772",4,110,0,3636.32180988508,1,1,4,1,"District 04","Lower Province","Harmonia"
"773",3,73,1,1835.3683746941,1,1,3,1,"District 03","Lower Province","Harmonia"
"774",3,90,0,1819.19772822103,1,1,3,1,"District 03","Lower Province","Harmonia"
"775",3,74,1,1851.82907760616,1,1,3,1,"District 03","Lower Province","Harmonia"
"776",4,118,0,3252.7435598972,1,1,4,1,"District 04","Lower Province","Harmonia"
"777",5,128,1,1970.71916043368,1,1,5,0,"District 05","Lower Province","Harmonia"
"778",6,166,0,2316.004263117,1,1,6,1,"District 06","Lower Province","Harmonia"
"779",5,142,0,1919.75228559488,1,1,5,1,"District 05","Lower Province","Harmonia"
"780",6,162,1,1986.5308533012,1,1,6,0,"District 06","Lower Province","Harmonia"
"781",3,90,0,1819.19772822103,1,1,3,0,"District 03","Lower Province","Harmonia"
"782",6,153,0,2282.60035547589,1,1,6,0,"District 06","Lower Province","Harmonia"
"783",3,71,1,1713.5181921418,1,1,3,1,"District 03","Lower Province","Harmonia"
"784",6,177,1,2129.06221497303,1,1,6,1,"District 06","Lower Province","Harmonia"
"785",5,142,0,1919.75228559488,1,1,5,1,"District 05","Lower Province","Harmonia"
"786",5,122,1,1871.35516915131,1,1,5,1,"District 05","Lower Province","Harmonia"
"787",4,107,1,3185.53811444478,1,1,4,1,"District 04","Lower Province","Harmonia"
"788",6,152,1,2373.90436969493,1,1,6,0,"District 06","Lower Province","Harmonia"
"789",4,117,1,3835.32449599819,1,1,4,0,"District 04","Lower Province","Harmonia"
"790",6,152,1,2373.90436969493,1,1,6,1,"District 06","Lower Province","Harmonia"
"791",5,138,0,1919.75228559488,1,1,5,1,"District 05","Lower Province","Harmonia"
"792",9,258,0,966.517794802224,1,1,9,1,"District 09","Lower Province","Harmonia"
"793",9,252,1,931.049251873702,1,1,9,1,"District 09","Lower Province","Harmonia"
"794",6,164,1,2373.90436969493,1,1,6,1,"District 06","Lower Province","Harmonia"
"795",6,153,0,2282.60035547589,1,1,6,1,"District 06","Lower Province","Harmonia"
"796",5,130,1,2006.22761377483,1,1,5,1,"District 05","Lower Province","Harmonia"
"797",9,244,1,849.241577022874,1,1,9,1,"District 09","Lower Province","Harmonia"
"798",4,91,0,3411.06293670635,1,1,4,1,"District 04","Lower Province","Harmonia"
"799",9,250,0,957.399702398429,1,1,9,1,"District 09","Lower Province","Harmonia"
"800",6,167,1,2239.5324242405,1,1,6,1,"District 06","Lower Province","Harmonia"
"801",9,260,1,894.135404883114,1,1,9,1,"District 09","Lower Province","Harmonia"
"802",3,79,1,1665.15275929909,1,1,3,1,"District 03","Lower Province","Harmonia"
"803",5,147,1,2131.01689118666,1,1,5,1,"District 05","Lower Province","Harmonia"
"804",6,158,0,2187.9302946497,1,1,6,1,"District 06","Lower Province","Harmonia"
"805",5,145,0,1895.24480960856,1,1,5,1,"District 05","Lower Province","Harmonia"
"806",6,155,1,2177.89391715131,1,1,6,0,"District 06","Lower Province","Harmonia"
"807",6,161,0,1914.43900781849,1,1,6,1,"District 06","Lower Province","Harmonia"
"808",3,76,1,1903.03172491324,1,1,3,1,"District 03","Lower Province","Harmonia"
"809",3,76,1,1903.03172491324,1,1,3,1,"District 03","Lower Province","Harmonia"
"810",6,174,1,2003.29482674678,1,1,6,1,"District 06","Lower Province","Harmonia"
"811",9,268,1,894.135404883114,1,1,9,1,"District 09","Lower Province","Harmonia"
"812",3,69,1,1735.11716095031,1,1,3,1,"District 03","Lower Province","Harmonia"
"813",3,80,1,2044.34596191175,1,1,3,1,"District 03","Lower Province","Harmonia"
"814",3,62,1,2024.30335444203,1,1,3,1,"District 03","Lower Province","Harmonia"
"815",3,62,1,2024.30335444203,1,1,3,1,"District 03","Lower Province","Harmonia"
"816",5,142,0,1919.75228559488,1,1,5,1,"District 05","Lower Province","Harmonia"
"817",3,75,1,1706.43753845526,1,1,3,1,"District 03","Lower Province","Harmonia"
"818",3,72,1,1947.91454861403,1,1,3,1,"District 03","Lower Province","Harmonia"
"819",3,64,0,2034.27529214864,1,1,3,1,"District 03","Lower Province","Harmonia"
"820",6,176,0,2293.62741033326,1,1,6,1,"District 06","Lower Province","Harmonia"
"821",9,269,0,902.083275148742,1,1,9,0,"District 09","Lower Province","Harmonia"
"822",6,180,1,1945.8232538483,1,1,6,1,"District 06","Lower Province","Harmonia"
"823",9,269,0,902.083275148742,1,1,9,1,"District 09","Lower Province","Harmonia"
"824",6,153,0,2282.60035547589,1,1,6,1,"District 06","Lower Province","Harmonia"
"825",3,86,0,1843.5619835097,1,1,3,1,"District 03","Lower Province","Harmonia"
"826",9,265,1,957.399702398429,1,1,9,1,"District 09","Lower Province","Harmonia"
"827",4,92,1,3095.98483411902,1,1,4,0,"District 04","Lower Province","Harmonia"
"828",5,141,0,1953.43215025444,1,1,5,1,"District 05","Lower Province","Harmonia"
"829",4,98,0,3456.95167576518,1,1,4,1,"District 04","Lower Province","Harmonia"
"830",9,252,1,931.049251873702,1,1,9,1,"District 09","Lower Province","Harmonia"
"831",6,160,1,2198.05960156938,1,1,6,0,"District 06","Lower Province","Harmonia"
"832",4,111,1,3294.4454004087,1,1,4,1,"District 04","Lower Province","Harmonia"
"833",3,66,1,1706.43753845526,1,1,3,1,"District 03","Lower Province","Harmonia"
"834",9,258,0,966.517794802224,1,1,9,1,"District 09","Lower Province","Harmonia"
"835",3,89,1,1749.82154367023,1,1,3,1,"District 03","Lower Province","Harmonia"
"836",5,133,1,2081.2267769066,1,1,5,0,"District 05","Lower Province","Harmonia"
"837",5,134,1,1863.52523120507,1,1,5,0,"District 05","Lower Province","Harmonia"
"838",6,170,1,2046.46928421977,1,1,6,1,"District 06","Lower Province","Harmonia"
"839",5,144,0,1863.52523120507,1,1,5,1,"District 05","Lower Province","Harmonia"
"840",3,65,1,1903.03172491324,1,1,3,1,"District 03","Lower Province","Harmonia"
"841",9,254,1,948.45204162835,1,1,9,1,"District 09","Lower Province","Harmonia"
"842",3,76,1,1903.03172491324,1,1,3,1,"District 03","Lower Province","Harmonia"
"843",4,98,0,3456.95167576518,1,1,4,1,"District 04","Lower Province","Harmonia"
"844",5,138,0,1919.75228559488,1,1,5,1,"District 05","Lower Province","Harmonia"
"845",4,92,1,3095.98483411902,1,1,4,1,"District 04","Lower Province","Harmonia"
"846",4,117,1,3835.32449599819,1,1,4,1,"District 04","Lower Province","Harmonia"
"847",9,270,1,999.84599462299,1,1,9,1,"District 09","Lower Province","Harmonia"
"848",9,245,1,957.399702398429,1,1,9,1,"District 09","Lower Province","Harmonia"
"849",4,119,0,3083.60089478254,1,1,4,1,"District 04","Lower Province","Harmonia"
"850",3,83,1,1994.9656246675,1,1,3,1,"District 03","Lower Province","Harmonia"
"851",4,95,1,3239.07657014973,1,1,4,1,"District 04","Lower Province","Harmonia"
"852",9,266,1,966.517794802224,1,1,9,1,"District 09","Lower Province","Harmonia"
"853",3,62,1,2024.30335444203,1,1,3,0,"District 03","Lower Province","Harmonia"
"854",9,260,1,894.135404883114,1,1,9,1,"District 09","Lower Province","Harmonia"
"855",5,150,0,2131.01689118666,1,1,5,1,"District 05","Lower Province","Harmonia"
"856",5,139,1,1944.90187885595,1,1,5,1,"District 05","Lower Province","Harmonia"
"857",6,168,0,2198.05960156938,1,1,6,1,"District 06","Lower Province","Harmonia"
"858",4,93,1,3212.08426539848,1,1,4,1,"District 04","Lower Province","Harmonia"
"859",3,87,0,1651.83153722469,1,1,3,1,"District 03","Lower Province","Harmonia"
"860",3,81,0,1678.69058661046,1,1,3,1,"District 03","Lower Province","Harmonia"
"861",3,66,1,1706.43753845526,1,1,3,1,"District 03","Lower Province","Harmonia"
"862",4,92,1,3095.98483411902,1,1,4,0,"District 04","Lower Province","Harmonia"
"863",9,245,1,957.399702398429,1,1,9,1,"District 09","Lower Province","Harmonia"
"864",4,97,1,3797.53804776175,1,1,4,1,"District 04","Lower Province","Harmonia"
"865",5,149,0,2071.54665236285,1,1,5,1,"District 05","Lower Province","Harmonia"
"866",5,144,0,1863.52523120507,1,1,5,1,"District 05","Lower Province","Harmonia"
"867",3,66,1,1706.43753845526,1,1,3,1,"District 03","Lower Province","Harmonia"
"868",3,75,1,1706.43753845526,1,1,3,1,"District 03","Lower Province","Harmonia"
"869",6,179,1,2037.68615424457,1,1,6,1,"District 06","Lower Province","Harmonia"
"870",9,249,1,944.040636783567,1,1,9,0,"District 09","Lower Province","Harmonia"
"871",9,241,0,835.262291804391,1,1,9,1,"District 09","Lower Province","Harmonia"
"872",3,81,0,1678.69058661046,1,1,3,1,"District 03","Lower Province","Harmonia"
"873",9,265,1,957.399702398429,1,1,9,1,"District 09","Lower Province","Harmonia"
"874",3,81,0,1678.69058661046,1,1,3,1,"District 03","Lower Province","Harmonia"
"875",9,268,1,894.135404883114,1,1,9,0,"District 09","Lower Province","Harmonia"
"876",3,87,0,1651.83153722469,1,1,3,1,"District 03","Lower Province","Harmonia"
"877",5,130,1,2006.22761377483,1,1,5,1,"District 05","Lower Province","Harmonia"
"878",5,146,1,2061.95615860191,1,1,5,1,"District 05","Lower Province","Harmonia"
"879",5,147,1,2131.01689118666,1,1,5,1,"District 05","Lower Province","Harmonia"
"880",4,92,1,3095.98483411902,1,1,4,0,"District 04","Lower Province","Harmonia"
"881",3,75,1,1706.43753845526,1,1,3,0,"District 03","Lower Province","Harmonia"
"882",6,158,0,2187.9302946497,1,1,6,1,"District 06","Lower Province","Harmonia"
"883",3,74,1,1851.82907760616,1,1,3,1,"District 03","Lower Province","Harmonia"
"884",4,117,1,3835.32449599819,1,1,4,1,"District 04","Lower Province","Harmonia"
"885",9,248,0,922.585167765759,1,1,9,1,"District 09","Lower Province","Harmonia"
"886",6,154,1,1970.04512007878,1,1,6,1,"District 06","Lower Province","Harmonia"
"887",5,141,0,1953.43215025444,1,1,5,0,"District 05","Lower Province","Harmonia"
"888",5,150,0,2131.01689118666,1,1,5,1,"District 05","Lower Province","Harmonia"
"889",4,117,1,3835.32449599819,1,1,4,1,"District 04","Lower Province","Harmonia"
"890",6,163,0,2011.78336414824,1,1,6,0,"District 06","Lower Province","Harmonia"
"891",6,176,0,2293.62741033326,1,1,6,1,"District 06","Lower Province","Harmonia"
"892",3,66,1,1706.43753845526,1,1,3,1,"District 03","Lower Province","Harmonia"
"893",3,78,0,1920.73434561011,1,1,3,1,"District 03","Lower Province","Harmonia"
"894",3,85,1,1658.46539881997,1,1,3,1,"District 03","Lower Province","Harmonia"
"895",4,97,1,3797.53804776175,1,1,4,1,"District 04","Lower Province","Harmonia"
"896",3,68,1,1713.5181921418,1,1,3,1,"District 03","Lower Province","Harmonia"
"897",9,255,1,966.517794802224,1,1,9,1,"District 09","Lower Province","Harmonia"
"898",6,159,0,1953.83075695056,1,1,6,1,"District 06","Lower Province","Harmonia"
"899",3,68,1,1713.5181921418,1,1,3,1,"District 03","Lower Province","Harmonia"
"900",3,84,1,1811.21879081655,1,1,3,1,"District 03","Lower Province","Harmonia"
"901",5,128,1,1970.71916043368,1,1,5,1,"District 05","Lower Province","Harmonia"
"902",3,66,1,1706.43753845526,1,1,3,1,"District 03","Lower Province","Harmonia"
"903",3,81,0,1678.69058661046,1,1,3,1,"District 03","Lower Province","Harmonia"
"904",4,103,1,3266.52637159168,1,1,4,1,"District 04","Lower Province","Harmonia"
